Category,Reviews,Type,Content Rating,Genres,SizeNew,InstallsNew,PriceNew,LastUpdatedNewYear,LastUpdatedNewMonth,LastUpdatedNewDay,AndroidVerNew,ReviewGroupNew
PHOTOGRAPHY,118,0,Everyone,Photography,0.26,50000,0.0,2018,7,24,4.0,1
COMICS,39,0,Everyone 10+,Comics,0.043,10000,0.0,2018,7,3,4.2,1
MAPS_AND_NAVIGATION,65448,0,Everyone,Maps & Navigation,0.3928871096877502,5000000,0.0,2018,8,2,3.8377519379844967,3
NEWS_AND_MAGAZINES,131028,0,Teen,News & Magazines,0.13,5000000,0.0,2018,7,30,4.4,3
FAMILY,1,0,Everyone,Puzzle,0.19,1,0.0,2018,7,19,4.1,0
BUSINESS,244,0,Everyone,Business,9.76,10000,0.0,2015,10,26,2.0,1
PERSONALIZATION,71688,0,Everyone,Personalization,0.12,10000000,0.0,2018,6,11,4.1,3
LIBRARIES_AND_DEMO,487,0,Everyone,Libraries & Demo,0.037000000000000005,100000,0.0,2018,1,16,4.0,1
COMMUNICATION,166,1,Everyone,Communication,0.02,5000,4.99,2017,3,14,2.3,1
GAME,5234162,0,Everyone,Action,0.3928871096877502,100000000,0.0,2017,11,14,2.3,3
FOOD_AND_DRINK,31986,0,Teen,Food & Drink,0.76,1000000,0.0,2017,11,23,5.0,3
LIFESTYLE,4212,0,Everyone,Lifestyle,0.2,1000000,0.0,2018,7,25,2.3,2
SHOPPING,85858,0,Everyone,Shopping,0.3928871096877502,10000000,0.0,2018,7,30,3.8377519379844967,3
LIFESTYLE,3,0,Everyone,Lifestyle,0.015,100,0.0,2014,11,15,2.2,0
TOOLS,0,0,Everyone,Tools,1.91,10,0.0,2017,8,13,1.5,0
COMMUNICATION,30350,0,Everyone,Communication,0.037000000000000005,1000000,0.0,2018,1,16,4.1,3
ENTERTAINMENT,197774,0,Mature 17+,Entertainment,0.44,10000000,0.0,2018,6,25,4.4,3
TOOLS,123,0,Everyone,Tools,0.028999999999999998,10000,0.0,2016,2,9,4.0,1
FAMILY,8,0,Everyone,Entertainment,0.1,1000,0.0,2017,10,23,4.1,0
ART_AND_DESIGN,174531,0,Everyone,Art & Design,0.24,10000000,0.0,2018,7,31,4.1,3
DATING,11806,0,Mature 17+,Dating,0.12,1000000,0.0,2018,6,26,4.0,2
SPORTS,1,0,Everyone,Sports,0.036000000000000004,100,0.0,2018,5,24,4.1,0
FINANCE,31218,0,Everyone,Finance,0.3928871096877502,1000000,0.0,2018,7,31,3.8377519379844967,3
TOOLS,13,0,Everyone,Tools,0.03,1000,0.0,2017,7,18,4.0,0
GAME,753043,0,Teen,Action,0.57,100000000,0.0,2018,8,1,4.0,3
TOOLS,1170641,0,Everyone,Tools,0.26,10000000,0.0,2018,7,26,4.1,3
FAMILY,70,0,Teen,Entertainment,0.044000000000000004,5000,0.0,2017,4,16,4.1,1
BUSINESS,29313,0,Everyone,Business,0.2,5000000,0.0,2018,7,30,4.0,3
FAMILY,854,1,Everyone,Casual;Pretend Play,0.069,10000,4.99,2015,12,1,4.0,1
GAME,267229,0,Teen,Casino,0.24,10000000,0.0,2018,5,28,2.3,3
FAMILY,9513,0,Everyone 10+,Strategy,0.82,100000,0.0,2018,6,8,4.0,2
BEAUTY,35,0,Everyone 10+,Beauty,0.031,10000,0.0,2017,12,11,3.0,1
FAMILY,169,1,Everyone,Educational;Pretend Play,0.6,5000,2.99,2018,5,25,4.1,1
GAME,947515,0,Teen,Action,0.6,10000000,0.0,2018,7,25,4.1,3
LIFESTYLE,32433,0,Everyone,Lifestyle,0.46,1000000,0.0,2018,6,26,5.0,3
SPORTS,10,1,Everyone,Sports,0.061,100,3.88,2013,4,10,2.0,0
VIDEO_PLAYERS,38630,0,Everyone,Video Players & Editors,0.89,1000000,0.0,2018,8,5,4.4,3
SOCIAL,0,0,Teen,Social,0.062,10,0.0,2018,6,13,4.2,0
HOUSE_AND_HOME,2382,0,Everyone,House & Home,0.059000000000000004,500000,0.0,2015,4,7,3.0,2
VIDEO_PLAYERS,70,0,Everyone,Video Players & Editors,0.14,1000,0.0,2018,7,7,4.1,1
LIFESTYLE,294,0,Everyone,Lifestyle,1.53,10000,0.0,2013,7,3,2.1,1
PERSONALIZATION,2839,0,Everyone,Personalization,0.051,100000,0.0,2014,1,11,2.2,2
FINANCE,1,0,Everyone,Finance,0.02,100,0.0,2018,1,30,4.3,0
TOOLS,7063,0,Everyone,Tools,0.17,1000000,0.0,2017,2,4,4.1,2
FAMILY,1574197,0,Everyone,Puzzle;Action & Adventure,0.37,50000000,0.0,2018,7,27,4.2,3
FAMILY,7664,0,Everyone,Casual;Pretend Play,0.44,500000,0.0,2015,9,9,4.0,2
GAME,8193,0,Everyone,Arcade,0.41,500000,0.0,2016,9,16,4.0,2
COMMUNICATION,32,0,Everyone,Communication,4.37,5000,0.0,2015,7,30,1.6,1
COMICS,291,0,Everyone,Comics,0.13,10000,0.0,2017,5,15,4.0,1
PHOTOGRAPHY,32398,0,Everyone,Photography,0.28,1000000,0.0,2018,8,1,4.4,3
SOCIAL,1,0,Teen,Social,0.3928871096877502,100,0.0,2018,6,13,4.1,0
FINANCE,9,0,Everyone,Finance,0.12,1000,0.0,2018,6,6,6.0,0
HEALTH_AND_FITNESS,28951,0,Everyone,Health & Fitness,0.6,1000000,0.0,2018,7,16,4.4,3
FAMILY,1771,1,Teen,Puzzle,0.46,10000,4.99,2016,4,20,2.3,2
GAME,13788,0,Everyone,Arcade,0.55,1000000,0.0,2017,4,1,4.4,2
TOOLS,1,0,Everyone,Tools,0.026000000000000002,500,0.0,2018,5,12,4.4,0
FAMILY,412744,0,Everyone,Entertainment;Creativity,0.1,10000000,0.0,2018,7,19,4.4,3
HEALTH_AND_FITNESS,34356,0,Everyone,Health & Fitness,0.3928871096877502,1000000,0.0,2018,7,31,3.8377519379844967,3
TOOLS,154,0,Everyone,Tools,0.034,10000,0.0,2016,9,6,6.0,1
MEDICAL,3803,0,Everyone,Medical,0.16,100000,0.0,2018,3,13,4.0,2
BUSINESS,5448,0,Everyone,Business,0.12,500000,0.0,2018,7,25,5.0,2
NEWS_AND_MAGAZINES,2090,0,Everyone,News & Magazines,0.046,50000,0.0,2018,8,5,4.1,2
BUSINESS,726,1,Everyone,Business,0.054000000000000006,1000,3.99,2017,12,20,4.1,1
MEDICAL,0,0,Everyone,Medical,0.29,100,0.0,2018,7,16,4.0,0
FAMILY,3715,0,Everyone,Role Playing,0.94,100000,0.0,2017,7,13,4.0,2
EDUCATION,272145,0,Everyone,Education;Brain Games,0.3928871096877502,10000000,0.0,2018,8,3,5.0,3
TOOLS,71,0,Everyone,Tools,0.07,10000,0.0,2018,5,2,4.4,1
SOCIAL,79129,0,Teen,Social,0.23,5000000,0.0,2018,8,2,4.4,3
ENTERTAINMENT,60841,0,Teen,Entertainment,0.3928871096877502,5000000,0.0,2018,7,26,4.4,3
FAMILY,5,0,Everyone,Education,0.69,1000,0.0,2017,7,10,4.1,0
FAMILY,4,1,Teen,Casual,0.23,10,14.99,2018,1,24,2.0,0
MAPS_AND_NAVIGATION,65590,0,Everyone,Maps & Navigation,0.18,5000000,0.0,2018,7,9,4.0,3
EDUCATION,28392,0,Everyone,Education,0.3928871096877502,1000000,0.0,2018,3,7,3.8377519379844967,3
TOOLS,2992,0,Everyone,Tools,5.85,500000,0.0,2016,2,25,4.1,2
SPORTS,6,0,Everyone,Sports,0.11,100,0.0,2018,4,22,4.1,0
FINANCE,3290,0,Everyone,Finance,0.12,50000,0.0,2018,5,30,5.0,2
BUSINESS,236,0,Everyone,Business,0.44,10000,0.0,2018,6,26,4.4,1
SHOPPING,199,0,Everyone,Shopping,0.25,10000,0.0,2018,8,2,5.0,1
PRODUCTIVITY,979,0,Everyone,Productivity,7.2,100000,0.0,2013,9,30,2.2,2
TOOLS,7357,0,Everyone,Tools,0.19,100000,0.0,2018,7,12,5.0,2
EDUCATION,172505,0,Everyone,Education;Education,0.76,5000000,0.0,2018,6,27,5.0,3
COMMUNICATION,15439,0,Everyone,Communication,0.022000000000000002,1000000,0.0,2016,11,7,2.3,2
FAMILY,5,0,Teen,Puzzle,0.081,1000,0.0,2016,12,1,4.0,0
BOOKS_AND_REFERENCE,233757,0,Everyone,Books & Reference,0.3928871096877502,10000000,0.0,2018,5,1,3.8377519379844967,3
PERSONALIZATION,3062845,0,Everyone,Personalization,0.07400000000000001,100000000,0.0,2018,8,3,4.0,3
TOOLS,11,0,Everyone,Tools,0.03,1000,0.0,2018,3,17,4.2,0
LIBRARIES_AND_DEMO,0,0,Everyone,Libraries & Demo,0.012,10,0.0,2016,7,20,4.0,0
SHOPPING,57920,0,Everyone,Shopping,0.3928871096877502,1000000,0.0,2018,5,31,3.8377519379844967,3
PARENTING,162,0,Everyone,Parenting,0.015,10000,0.0,2018,5,1,4.1,1
FINANCE,0,1,Everyone,Finance,0.14,1,5.99,2018,7,8,4.2,0
FAMILY,433,0,Teen,Entertainment,0.3928871096877502,50000,0.0,2013,8,1,2.2,1
NEWS_AND_MAGAZINES,64,0,Everyone,News & Magazines,0.085,1000,0.0,2018,8,3,4.1,1
PERSONALIZATION,159,0,Everyone,Personalization,2.57,10000,0.0,2013,8,16,2.2,1
ENTERTAINMENT,10291,0,Teen,Entertainment,0.065,5000000,0.0,2018,8,4,4.0,2
MAPS_AND_NAVIGATION,8,0,Everyone,Maps & Navigation,0.3928871096877502,1000,0.0,2017,9,27,4.4,0
FINANCE,3596,0,Everyone,Finance,0.19,100000,0.0,2018,7,20,6.0,2
SOCIAL,22695,0,Everyone 10+,Social,0.3928871096877502,1000000,0.0,2018,6,21,3.8377519379844967,2
FAMILY,1499466,0,Teen,Casual,0.96,10000000,0.0,2018,7,24,4.1,3
TOOLS,4,0,Everyone,Tools,0.03,1000,0.0,2017,10,30,4.2,0
PERSONALIZATION,1724,0,Mature 17+,Personalization,0.21,100000,0.0,2018,6,26,4.0,2
TOOLS,24265,0,Everyone,Tools,0.033,1000000,0.0,2017,7,25,4.0,2
BOOKS_AND_REFERENCE,264260,0,Everyone,Books & Reference,0.3928871096877502,10000000,0.0,2018,6,22,3.8377519379844967,3
AUTO_AND_VEHICLES,21,1,Everyone,Auto & Vehicles,0.16,100,1.49,2018,7,27,4.0,0
FAMILY,45771,0,Mature 17+,Entertainment,0.28,1000000,0.0,2018,6,8,4.1,3
GAME,33661,1,Everyone,Card,0.6,100000,2.99,2018,8,3,4.1,3
FAMILY,64815,0,Teen,Strategy,0.23,5000000,0.0,2018,6,1,2.3,3
FAMILY,125,0,Everyone,Casual,0.17,10000,0.0,2017,2,21,4.0,1
TOOLS,51,0,Everyone,Tools,0.021,5000,0.0,2018,5,21,4.0,1
EVENTS,4298,0,Everyone,Events,0.044000000000000004,100000,0.0,2017,4,27,4.0,2
HEALTH_AND_FITNESS,56145,0,Everyone,Health & Fitness,0.23,1000000,0.0,2018,8,1,5.0,3
ENTERTAINMENT,2442,0,Teen,Entertainment,0.096,100000,0.0,2018,7,24,4.1,2
FAMILY,0,0,Everyone,Entertainment,0.051,10,0.0,2018,7,13,4.1,0
TOOLS,7851,0,Everyone,Tools,3.64,1000000,0.0,2017,8,22,4.0,2
PARENTING,7505,0,Everyone,Parenting,0.091,100000,0.0,2017,1,7,2.3,2
HEALTH_AND_FITNESS,70769,0,Everyone,Health & Fitness,0.35,5000000,0.0,2018,7,24,4.0,3
PERSONALIZATION,53,0,Everyone,Personalization,0.02,5000,0.0,2018,2,12,4.0,1
GAME,12736,0,Teen,Arcade,0.56,1000000,0.0,2017,12,18,4.0,2
PRODUCTIVITY,2,0,Everyone,Productivity,0.1,10,0.0,2018,7,24,4.1,0
PERSONALIZATION,44,0,Teen,Personalization,0.035,1000,0.0,2016,5,26,4.0,1
SOCIAL,900064,0,Mature 17+,Social,0.13,10000000,0.0,2018,7,31,4.1,3
FAMILY,30,1,Everyone,Educational;Education,0.3928871096877502,1000,7.49,2018,5,16,3.8377519379844967,1
FAMILY,450013,0,Everyone,Puzzle,0.37,10000000,0.0,2018,7,11,4.2,3
HEALTH_AND_FITNESS,267,0,Teen,Health & Fitness,0.3928871096877502,50000,0.0,2018,8,1,3.8377519379844967,1
GAME,62636,0,Teen,Action,0.17,1000000,0.0,2018,7,2,4.0,3
VIDEO_PLAYERS,18699,0,Everyone,Video Players & Editors,0.040999999999999995,1000000,0.0,2018,3,27,4.0,2
ENTERTAINMENT,115033,0,Everyone,Entertainment,0.3,10000000,0.0,2018,7,2,5.0,3
FAMILY,235486,0,Teen,Entertainment,0.63,10000000,0.0,2018,6,1,4.1,3
GAME,30008,0,Mature 17+,Racing,0.99,1000000,0.0,2017,3,30,2.3,3
FOOD_AND_DRINK,151080,0,Everyone,Food & Drink,0.3928871096877502,5000000,0.0,2018,7,27,3.8377519379844967,3
GAME,496,0,Teen,Card,0.39,100000,0.0,2017,1,31,2.0,1
TOOLS,10595,0,Everyone,Tools,0.3928871096877502,1000000,0.0,2018,3,18,3.8377519379844967,2
SHOPPING,95520,0,Teen,Shopping,0.15,10000000,0.0,2018,8,3,4.1,3
BUSINESS,2,0,Everyone,Business,0.016,500,0.0,2018,5,22,5.0,0
FAMILY,2634605,0,Everyone,Role Playing,0.63,10000000,0.0,2018,7,18,4.4,3
FAMILY,1503544,0,Teen,Strategy,0.4,50000000,0.0,2014,11,15,2.3,3
PRODUCTIVITY,457,0,Everyone,Productivity,5.62,50000,0.0,2014,5,6,2.1,1
PERSONALIZATION,98,0,Everyone,Personalization,0.034,10000,0.0,2018,5,19,4.0,1
FAMILY,623398,0,Everyone,Puzzle;Brain Games,0.58,10000000,0.0,2017,8,31,4.0,3
BOOKS_AND_REFERENCE,577550,0,Everyone,Books & Reference,0.3928871096877502,10000000,0.0,2018,8,2,3.8377519379844967,3
SOCIAL,44,0,Mature 17+,Social,0.027999999999999997,10000,0.0,2018,7,3,4.0,1
FINANCE,281485,0,Everyone,Finance,0.3928871096877502,5000000,0.0,2018,5,11,3.8377519379844967,3
FAMILY,623,0,Everyone,Entertainment,0.03,100000,0.0,2017,8,11,3.0,1
FINANCE,0,0,Everyone,Finance,0.028999999999999998,100,0.0,2018,3,23,4.1,0
GAME,2454,0,Everyone,Arcade,0.37,500000,0.0,2017,9,10,4.0,2
DATING,742,0,Mature 17+,Dating,0.26,50000,0.0,2018,4,7,4.0,1
FAMILY,27,0,Everyone,Education,0.042,10000,0.0,2018,7,14,4.1,1
SPORTS,697,0,Everyone,Sports,0.03,100000,0.0,2017,3,16,4.1,1
COMMUNICATION,49,0,Everyone,Communication,0.011000000000000001,1000,0.0,2013,6,25,2.3,1
MEDICAL,0,1,Everyone,Medical,0.66,10,5.99,2018,7,15,4.2,0
TOOLS,3988,0,Everyone,Tools,0.11,1000000,0.0,2015,12,22,4.4,2
FAMILY,1,0,Everyone,Education,0.018000000000000002,10,0.0,2017,12,30,1.6,0
DATING,852,0,Mature 17+,Dating,0.27,100000,0.0,2018,7,30,4.1,1
PHOTOGRAPHY,597068,0,Everyone,Photography,0.3928871096877502,10000000,0.0,2018,7,9,3.8377519379844967,3
FAMILY,1031,0,Everyone,Entertainment,0.48,100000,0.0,2018,1,9,4.0,2
EDUCATION,69493,0,Everyone,Education,0.3928871096877502,10000000,0.0,2018,7,19,3.8377519379844967,3
HEALTH_AND_FITNESS,706,0,Everyone,Health & Fitness,0.094,100000,0.0,2018,7,24,4.1,1
BUSINESS,0,0,Everyone,Business,0.14,100,0.0,2017,12,13,4.0,0
COMMUNICATION,2,0,Teen,Communication,0.045,10,0.0,2018,7,16,4.4,0
BUSINESS,1,0,Everyone,Business,0.26,5,0.0,2016,11,16,4.0,0
BUSINESS,20815,0,Everyone,Business,0.1,1000000,0.0,2018,7,26,5.0,2
MEDICAL,408,0,Everyone,Medical,0.6,50000,0.0,2018,3,24,4.4,1
FAMILY,1109,0,Everyone,Educational;Brain Games,0.52,1000000,0.0,2018,7,18,4.1,2
PRODUCTIVITY,253,0,Everyone,Productivity,0.08199999999999999,10000,0.0,2018,7,31,4.1,1
SPORTS,47688,0,Everyone,Sports,0.17,5000000,0.0,2016,5,18,2.3,3
FAMILY,1,0,Everyone,Education,0.16,10,0.0,2018,6,20,4.0,0
EDUCATION,5741,0,Everyone,Education;Pretend Play,0.84,1000000,0.0,2018,7,25,4.4,2
GAME,2119218,0,Everyone 10+,Action,0.7,50000000,0.0,2018,6,29,4.1,3
LIFESTYLE,129,0,Everyone 10+,Lifestyle,0.081,50000,0.0,2018,6,16,4.1,1
BUSINESS,217730,0,Everyone,Business,0.3928871096877502,50000000,0.0,2018,4,2,3.8377519379844967,3
LIBRARIES_AND_DEMO,2221,0,Everyone,Libraries & Demo,0.024,500000,0.0,2017,1,8,2.3,2
FAMILY,16,1,Everyone,Entertainment,0.08900000000000001,500,1.99,2017,5,9,4.2,0
DATING,20,0,Mature 17+,Dating,0.049,500,0.0,2018,7,15,4.0,0
NEWS_AND_MAGAZINES,30,0,Everyone,News & Magazines,0.038,1000,0.0,2018,3,20,4.0,1
FAMILY,35172,0,Teen,Strategy,0.34,1000000,0.0,2017,1,20,2.0,3
PHOTOGRAPHY,70189,0,Teen,Photography,0.13,5000000,0.0,2015,8,11,4.0,3
GAME,13,0,Everyone,Trivia,0.16,500,0.0,2016,3,2,2.2,0
COMMUNICATION,12578,0,Everyone,Communication,0.023,500000,0.0,2017,7,10,4.0,2
SHOPPING,1084945,0,Teen,Shopping,0.3928871096877502,50000000,0.0,2018,8,3,3.8377519379844967,3
PERSONALIZATION,69417,0,Everyone,Personalization,8.53,10000000,0.0,2014,5,1,2.1,3
SHOPPING,55,0,Everyone,Shopping,0.08,500,0.0,2018,4,11,4.0,1
PARENTING,247,0,Everyone,Parenting;Music & Video,0.28,100000,0.0,2018,3,19,4.4,1
PRODUCTIVITY,499,0,Everyone,Productivity,0.047,10000,0.0,2017,1,27,4.0,1
MEDICAL,1,0,Everyone,Medical,0.29,100,0.0,2017,12,8,4.0,0
GAME,168717,0,Mature 17+,Strategy,0.56,10000000,0.0,2018,8,3,2.3,3
PHOTOGRAPHY,3396,0,Everyone,Photography,2.66,500000,0.0,2012,11,28,2.2,2
TOOLS,3,0,Everyone,Tools,0.12,1000,0.0,2017,10,27,3.0,0
LIFESTYLE,73,0,Everyone,Lifestyle,0.038,10000,0.0,2016,12,21,2.3,1
GAME,697805,0,Everyone,Racing,0.07400000000000001,50000000,0.0,2018,7,3,3.0,3
FAMILY,190,0,Everyone,Education,0.12,10000,0.0,2017,3,22,4.4,1
FAMILY,7,0,Mature 17+,Entertainment,0.073,1000,0.0,2018,4,11,4.0,0
PERSONALIZATION,13,1,Everyone,Personalization,0.19,100,0.99,2018,7,20,7.0,0
MEDICAL,11,0,Everyone,Medical,0.12,500,0.0,2018,7,12,4.1,0
FAMILY,32,0,Everyone,Education,0.040999999999999995,10000,0.0,2018,6,18,4.1,1
BUSINESS,2,0,Everyone,Business,0.23,50,0.0,2018,7,24,4.4,0
PERSONALIZATION,868,0,Everyone,Personalization,3.09,50000,0.0,2015,10,15,4.0,1
TRAVEL_AND_LOCAL,7,0,Everyone,Travel & Local,0.17,500,0.0,2017,10,9,4.4,0
GAME,794058,0,Everyone,Music,0.56,10000000,0.0,2018,6,12,4.4,3
FAMILY,2419,0,Everyone,Puzzle,0.062,100000,0.0,2018,3,31,4.0,2
EDUCATION,37862,0,Everyone,Education,0.054000000000000006,1000000,0.0,2018,6,7,4.1,3
BUSINESS,102,0,Everyone,Business,0.024,10000,0.0,2016,4,14,2.2,1
FAMILY,129603,1,Everyone 10+,Card;Action & Adventure,0.23,1000000,2.99,2016,2,11,2.0,3
TOOLS,38655,0,Everyone,Tools,0.059000000000000004,10000000,0.0,2018,2,1,5.0,3
FAMILY,540,0,Everyone,Entertainment,0.032,10000,0.0,2018,8,1,4.1,1
MAPS_AND_NAVIGATION,78,0,Everyone,Maps & Navigation,0.03,10000,0.0,2017,4,12,2.2,1
LIFESTYLE,39724,0,Everyone,Lifestyle,0.3928871096877502,1000000,0.0,2018,6,29,3.8377519379844967,3
TOOLS,472904,0,Everyone,Tools,0.3928871096877502,50000000,0.0,2017,12,14,3.8377519379844967,3
LIFESTYLE,206,1,Everyone,Lifestyle,0.32,1000,4.99,2018,2,11,4.0,1
GAME,10,0,Mature 17+,Word,0.36,1000,0.0,2016,4,5,4.0,0
COMMUNICATION,66602,0,Everyone,Communication,0.3928871096877502,50000000,0.0,2018,6,26,5.0,3
GAME,1995,0,Teen,Action,0.92,500000,0.0,2018,7,3,4.1,2
GAME,189773,0,Teen,Role Playing,0.95,5000000,0.0,2018,7,18,4.1,3
GAME,121082,0,Teen,Adventure,0.07,10000000,0.0,2018,1,17,2.1,3
PARENTING,107,0,Teen,Parenting,0.98,50000,0.0,2018,7,9,4.2,1
FAMILY,29544,0,Everyone,Entertainment,0.1,10000000,0.0,2018,7,25,4.0,3
MEDICAL,27524,0,Everyone,Medical,0.3928871096877502,1000000,0.0,2018,7,30,3.8377519379844967,3
PERSONALIZATION,495905,0,Everyone,Personalization,0.3928871096877502,50000000,0.0,2018,7,29,3.8377519379844967,3
TOOLS,482630,0,Everyone,Tools,0.3928871096877502,10000000,0.0,2018,8,3,3.8377519379844967,3
GAME,9,0,Everyone,Board,0.26,500,0.0,2017,3,24,2.3,0
MAPS_AND_NAVIGATION,4501,0,Teen,Maps & Navigation,0.26,100000,0.0,2018,7,25,4.0,2
SOCIAL,0,0,Everyone,Social,0.049,5,0.0,2018,7,24,4.0,0
FAMILY,23971,0,Everyone,Simulation,0.24,1000000,0.0,2018,8,4,4.1,2
VIDEO_PLAYERS,9966,0,Everyone,Video Players & Editors,0.055,1000000,0.0,2017,3,31,2.1,2
PRODUCTIVITY,16149,0,Everyone,Productivity,0.3928871096877502,1000000,0.0,2018,7,24,3.8377519379844967,2
PRODUCTIVITY,0,0,Teen,Productivity,0.3928871096877502,10,0.0,2018,8,2,3.8377519379844967,0
FAMILY,69013,0,Teen,Role Playing,0.3928871096877502,1000000,0.0,2017,9,2,3.8377519379844967,3
LIBRARIES_AND_DEMO,12657,0,Everyone,Libraries & Demo,0.3928871096877502,1000000,0.0,2015,9,21,3.8377519379844967,2
NEWS_AND_MAGAZINES,49259,0,Everyone 10+,News & Magazines,0.3928871096877502,5000000,0.0,2018,8,2,3.8377519379844967,3
FAMILY,211,0,Everyone,Education,0.068,10000,0.0,2016,7,5,4.0,1
EDUCATION,1239,0,Everyone,Education,0.018000000000000002,100000,0.0,2016,7,29,3.2,2
ART_AND_DESIGN,486,0,Everyone,Art & Design,0.059000000000000004,100000,0.0,2018,7,26,5.0,1
MEDICAL,163,1,Everyone,Medical,3.75,10000,1.99,2015,8,3,1.6,1
BUSINESS,28,1,Everyone,Business,0.2,500,17.99,2017,10,24,3.0,1
FAMILY,1852384,0,Everyone,Simulation,0.3928871096877502,10000000,0.0,2018,7,13,4.0,3
TOOLS,269,0,Everyone,Tools,6.47,50000,0.0,2012,8,18,2.0,1
NEWS_AND_MAGAZINES,185058,0,Teen,News & Magazines,0.067,10000000,0.0,2018,8,1,4.1,3
MEDICAL,2295,0,Everyone,Medical,0.19,100000,0.0,2018,7,9,5.0,2
SPORTS,0,0,Everyone,Sports,0.12,100,0.0,2017,1,31,4.0,0
GAME,29330,0,Everyone,Action,0.069,1000000,0.0,2012,8,17,2.0,3
BUSINESS,0,0,Everyone,Business,0.069,10,0.0,2017,11,20,3.0,0
PRODUCTIVITY,17955,0,Everyone,Productivity,0.038,1000000,0.0,2018,5,23,4.0,2
GAME,275843,0,Teen,Adventure,0.41,10000000,0.0,2018,7,19,4.0,3
SHOPPING,28560,0,Everyone,Shopping,0.3928871096877502,1000000,0.0,2018,7,23,3.8377519379844967,3
FAMILY,13,0,Everyone,Entertainment,0.26,500,0.0,2018,1,3,4.0,0
PHOTOGRAPHY,49680,0,Everyone,Photography,0.087,5000000,0.0,2018,7,11,4.2,3
PRODUCTIVITY,81614,1,Everyone,Productivity,0.066,500000,2.99,2018,7,11,4.0,3
SHOPPING,178497,0,Everyone,Shopping,0.091,10000000,0.0,2018,8,2,4.0,3
GAME,8219586,0,Teen,Action,0.99,100000000,0.0,2018,7,24,4.0,3
HEALTH_AND_FITNESS,5103,0,Everyone,Health & Fitness,0.3928871096877502,100000,0.0,2018,7,13,4.0,2
COMMUNICATION,0,0,Everyone,Communication,0.042,50,0.0,2017,11,26,2.2,0
GAME,24,1,Teen,Action,0.64,1000,1.99,2017,10,17,3.2,1
SOCIAL,120,0,Teen,Social,0.023,10000,0.0,2017,10,5,4.0,1
TOOLS,949,0,Everyone,Tools,4.11,100000,0.0,2018,4,13,1.6,2
TRAVEL_AND_LOCAL,15750,0,Everyone,Travel & Local,0.3928871096877502,5000000,0.0,2018,8,2,3.8377519379844967,2
PERSONALIZATION,3989,0,Everyone,Personalization,0.011000000000000001,100000,0.0,2015,9,11,4.0,2
WEATHER,7457,0,Everyone,Weather,0.3928871096877502,1000000,0.0,2018,8,2,3.8377519379844967,2
GAME,20,0,Everyone,Card,0.048,10000,0.0,2018,5,21,4.0,0
TOOLS,560,0,Everyone,Tools,3.14,50000,0.0,2018,6,8,4.0,1
GAME,10485308,0,Everyone,Casual,0.24,500000000,0.0,2018,5,25,4.0,3
FOOD_AND_DRINK,292969,0,Everyone,Food & Drink,0.16,10000000,0.0,2018,7,30,4.2,3
FAMILY,285,0,Everyone,Education,0.25,10000,0.0,2018,1,5,4.4,1
SPORTS,12,0,Everyone,Sports,0.23,1000,0.0,2018,1,26,4.2,0
SHOPPING,454,0,Everyone,Shopping,0.18,100000,0.0,2018,6,26,4.1,1
HEALTH_AND_FITNESS,499,0,Everyone,Health & Fitness,0.34,100000,0.0,2018,7,10,7.0,1
GAME,1185148,0,Everyone,Arcade,0.29,100000000,0.0,2018,8,1,4.0,3
FAMILY,7453,0,Everyone,Entertainment,0.065,1000000,0.0,2017,12,19,4.1,2
LIFESTYLE,1,0,Everyone,Lifestyle,0.076,50,0.0,2015,12,9,4.0,0
PRODUCTIVITY,2084126,0,Everyone,Productivity,0.3928871096877502,500000000,0.0,2018,7,11,4.4,3
BOOKS_AND_REFERENCE,659,0,Everyone,Books & Reference,0.05,10000,0.0,2017,8,28,4.0,1
TRAVEL_AND_LOCAL,40,1,Everyone,Travel & Local,0.09,1000,8.49,2016,8,18,4.1,1
PERSONALIZATION,1546,1,Everyone,Personalization,0.045,10000,1.99,2014,2,26,2.1,2
TOOLS,265,0,Everyone,Tools,0.3928871096877502,10000,0.0,2016,5,22,4.0,1
WEATHER,2371543,0,Everyone,Weather,0.11,50000000,0.0,2018,6,4,4.0,3
COMMUNICATION,40751,0,Teen,Communication,0.35,10000000,0.0,2016,11,4,4.0,3
MEDICAL,6,0,Everyone,Medical,0.13,1000,0.0,2018,3,31,5.0,0
SPORTS,1981,0,Everyone,Sports,0.1,100000,0.0,2018,6,21,4.1,2
FAMILY,306,0,Everyone,Education,0.033,5000,0.0,2017,6,3,4.1,1
TOOLS,21592,0,Everyone,Tools,0.25,10000000,0.0,2017,10,24,4.0,2
GAME,84911,0,Everyone,Arcade,0.71,10000000,0.0,2018,7,19,4.1,3
FINANCE,1867,1,Everyone,Finance,0.047,50000,399.99,2017,11,12,4.0,2
TOOLS,0,0,Everyone,Tools,0.028999999999999998,10,0.0,2018,7,3,4.4,0
SOCIAL,185,0,Teen,Social,0.047,10000,0.0,2017,10,20,4.1,1
SPORTS,34123,0,Everyone,Sports,0.19,5000000,0.0,2018,3,30,5.0,3
EVENTS,46,0,Everyone,Events,0.036000000000000004,5000,0.0,2018,7,4,4.2,1
GAME,74902,0,Everyone,Racing,0.3928871096877502,5000000,0.0,2016,8,26,3.8377519379844967,3
